Switch ID,Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,Active Flow Entries,Packets Looked Up,Packets Matched,Label,Binary Label
7,2,1911,260098,31797300,3103,2826,2,278,278,2,5,4,0,0,0,0,0,5,16918,16679,2,1
12,1,4691,100977090,120124212,6754,2837,0,0,280,2,5,2,0,0,0,0,0,5,25456,25228,2,1
12,2,4909,126158150,94940156,6488,2837,0,0,280,2,5,3,0,0,0,0,0,5,25456,25228,2,1
12,3,3950,44437834,88622274,6084,2836,2,278,280,2,5,4,0,0,0,0,0,5,25456,25228,2,1
12,4,7609,126470264,113793644,6169,2836,2,278,280,2,5,5,0,148,0,148,0,5,25456,25228,2,1
10,1,3322,88303136,50786780,4803,2837,0,0,280,2,4,2,47,2692,47,2692,47,9,20130,19904,2,1
10,2,3325,63136882,94879488,5568,2837,136,5776144,4702,69,4,3,0,0,0,0,0,9,20130,19904,2,1
10,3,3525,44409232,69640220,4468,2836,2,278,280,2,4,4,617021,6171084,617021,6171084,617021,9,20130,19904,2,1
10,4,5886,88606238,57052170,4409,2836,69,4700,5776424,138,4,5,0,0,0,0,0,9,20130,19904,2,1
11,1,3248,75715076,69677756,5042,2837,0,0,280,2,5,2,0,0,0,0,0,105,11554,11387,2,1
11,2,4552,63353326,50735934,4034,2836,2,280,280,2,5,3,0,0,0,0,0,105,11554,11387,2,1
3,1,3478,56855230,113776832,5938,2837,0,0,278,2,4,2,0,0,0,0,0,4,20400,20177,2,1
3,2,3262,69424158,82274920,5276,2837,0,0,278,2,4,3,0,0,0,0,0,4,20400,20177,2,1
3,3,3300,31810444,38131204,3722,2837,2,278,278,2,4,4,0,0,0,0,0,4,20400,20177,2,1
3,4,7566,151634386,94956476,6767,2837,2,278,278,2,4,5,0,0,0,0,0,4,20400,20177,2,1
4,1,7720,151645406,120181754,7645,2837,2,278,5776422,138,5,2,0,0,0,0,0,7,28298,28059,2,1
4,2,6767,94956476,151634386,7566,2837,2,278,278,2,5,3,0,0,0,0,0,7,28298,28059,2,1
4,3,11852,240001748,19211808,3070,2837,138,5776422,278,2,5,4,0,0,0,0,0,7,28298,28059,2,1
1,1,4109,100938846,82310000,5803,2837,67,4422,5776422,138,5,2,0,0,0,0,0,6,22002,21777,2,1
1,2,2695,63095318,57058918,4522,2837,0,0,278,2,5,3,0,0,0,0,0,6,22002,21777,2,1
1,3,5135,82265958,57054194,4465,2837,2,278,278,2,5,4,0,0,0,0,0,6,22002,21777,2,1
1,4,2369,12874964,31810234,3291,2837,2,278,4700,69,5,5,0,0,0,0,0,6,22002,21777,2,1
2,1,4683,113559926,94925944,6302,2837,0,0,278,2,5,2,0,0,0,0,0,4,12923,12760,2,1
2,2,4465,57054194,82265958,5135,2837,2,278,278,2,5,3,0,0,0,0,0,4,12923,12760,2,1
7,1,10016,195838660,260426,1904,2837,2,278,278,2,5,3,0,0,0,0,0,4,16942,16703,2,1
7,2,1917,260932,31798134,3109,2836,2,278,278,2,5,4,0,0,0,0,0,4,16942,16703,2,1
12,1,49,3622,18783,182,124,0,0,280,2,4,2,0,0,0,0,0,5,717,577,2,1
12,2,49,3622,18881,183,124,0,0,350,3,4,3,0,0,0,0,0,5,717,577,2,1
12,3,308,27453,18085,161,124,73,4964,280,2,4,4,0,0,0,0,0,5,717,577,2,1
12,4,155,16519,17441,167,124,2,278,280,2,4,5,442,6480,442,6480,442,5,717,577,2,1
10,1,49,3622,18861,183,124,0,0,350,3,5,2,0,0,0,0,0,5,1085,947,2,1
10,2,143,9846,6321507,349,124,0,0,280,2,5,3,630235,6302354,630235,6302354,630235,5,1085,947,2,1
10,3,344,6321007,6326833,418,124,2,278,5645154,135,5,4,0,0,0,0,0,5,1085,947,2,1
10,4,173,17947,18351,180,124,2,278,350,3,5,5,0,0,0,0,0,5,1085,947,2,1
11,1,216,6306314,25601,285,124,133,5644874,4966,73,5,2,564461,6302354,564461,6302354,564461,6,687,582,2,1
11,2,162,17119,6320847,343,124,2,280,5645154,135,5,3,0,0,0,0,0,6,687,582,2,1
3,1,151,10354,6321659,352,124,71,4686,5645152,135,4,2,0,0,0,0,0,6,1198,1062,2,1
3,2,215,6306232,25875,292,124,1,70,278,2,4,3,0,0,0,0,0,6,1198,1062,2,1
3,3,161,17443,17485,156,124,2,278,348,3,4,4,0,0,0,0,0,6,1198,1062,2,1
3,4,465,6328669,6328315,454,124,135,5645152,4964,73,4,5,0,0,0,0,0,6,1198,1062,2,1
4,1,173,18339,17681,158,124,2,278,278,2,5,2,0,0,0,0,0,6,1234,1091,2,1
4,2,454,6328315,6328669,465,124,73,4964,5645152,135,5,4,648,6480,648,6480,648,6,1234,1091,2,1
12,1,524,6326710,18950073,903,304,0,0,280,2,4,2,0,6150,0,6150,0,6,3224,3066,2,1
12,2,382,12608948,48381,498,304,0,0,280,2,4,3,630248,6302486,630248,6302486,630248,6,3224,3066,2,1
12,3,1491,25280825,18955995,982,304,2,278,280,2,4,4,0,0,0,0,0,6,3224,3066,2,1
12,4,275,32997,6350363,660,304,2,278,280,2,4,5,0,0,0,0,0,6,3224,3066,2,1
10,1,325,6313512,6345135,576,304,0,0,280,2,5,2,0,0,0,0,0,4,2530,2374,2,1
10,2,513,6325984,18950237,905,304,0,0,280,2,5,3,0,0,0,0,0,4,2530,2374,2,1
10,3,728,12646599,12659095,901,304,2,278,280,2,5,4,0,0,0,0,0,4,2530,2374,2,1
10,4,461,6337159,34959,301,304,2,278,280,2,5,5,0,0,0,0,0,4,2530,2374,2,1
11,1,489,12616006,6351417,671,304,0,0,280,2,5,2,0,0,0,0,0,4,1475,1359,2,1
11,2,282,33713,6337483,464,304,2,280,280,2,5,3,0,0,0,0,0,4,1475,1359,2,1
3,1,257,17354,12641107,644,304,0,0,278,2,5,2,0,6302486,0,6302486,0,6,3125,2972,2,1
3,2,585,12622318,12654611,851,304,0,0,278,2,4,3,0,0,0,0,0,6,3125,2972,2,1
3,3,457,6337087,6363065,842,304,2,278,278,2,4,4,0,0,0,0,0,6,3125,2972,2,1
3,4,1022,18957349,12660391,936,304,2,278,278,2,5,5,0,0,0,0,0,6,3125,2972,2,1
4,1,725,12646665,34173,279,304,2,278,278,2,5,2,0,0,0,0,0,6,2954,2797,2,1
4,2,936,12660391,18957349,1022,304,2,278,278,2,5,4,0,6150,0,6150,0,6,2954,2797,2,1
12,1,4691,100977090,120125332,6762,2847,0,0,560,4,5,2,0,0,0,0,0,4,25478,25250,2,1
12,2,4909,126158150,94941276,6496,2847,0,0,560,4,5,3,0,0,0,0,0,4,25478,25250,2,1
12,3,3958,44438946,88623394,6092,2846,4,556,560,4,5,4,0,0,0,0,0,4,25478,25250,2,1
12,4,7617,126471376,113794764,6177,2846,4,556,560,4,5,5,0,0,0,0,0,4,25478,25250,2,1
10,1,3322,88303136,50787900,4811,2847,0,0,560,4,5,2,46,8436,46,8436,46,9,20166,19940,2,1
10,2,3325,63136882,94880608,5576,2847,0,0,560,4,5,3,0,0,0,0,0,9,20166,19940,2,1
10,3,3533,44410344,69641340,4476,2846,4,556,560,4,5,4,0,6302618,0,6302618,0,9,20166,19940,2,1
10,4,5894,88607350,57053290,4417,2846,4,556,560,4,5,5,0,0,0,0,0,9,20166,19940,2,1
11,1,3248,75715076,69678876,5050,2847,0,0,560,4,5,2,0,0,0,0,0,104,11570,11403,2,1
11,2,4560,63354446,50737054,4042,2846,4,560,560,4,5,3,0,0,0,0,0,104,11570,11403,2,1
3,1,3575,56861652,120080570,6112,2847,69,4554,5776700,140,5,2,0,0,0,0,0,6,20674,20451,2,1
3,2,3262,69424158,82276032,5284,2847,0,0,556,4,5,3,0,0,0,0,0,6,20674,20451,2,1
3,3,3308,31811556,38132316,3730,2847,4,556,556,4,5,4,0,0,0,0,0,6,20674,20451,2,1
3,4,7740,157938124,94964010,6872,2847,140,5776700,5110,73,5,5,0,0,0,0,0,6,20674,20451,2,1
4,1,7894,157949144,120189288,7750,2847,140,5776700,5110,73,5,2,0,0,0,0,0,7,28576,28337,2,1
4,2,6872,94964010,157938124,7740,2847,73,5110,5776700,140,5,3,0,0,0,0,0,7,28576,28337,2,1
4,3,11860,240002860,19212920,3078,2847,4,556,556,4,5,4,0,0,0,0,0,7,28576,28337,2,1
1,1,4275,107241472,82317534,5908,2847,136,5776144,5110,73,5,2,0,0,0,0,0,8,22276,22051,2,1
1,2,2695,63095318,57060030,4530,2847,0,0,556,4,5,3,0,0,0,0,0,8,22276,22051,2,1
1,3,5143,82267070,57055306,4473,2847,4,556,556,4,5,4,0,6216,0,6216,0,8,22276,22051,2,1
1,4,2377,12876076,31811346,3299,2847,4,556,556,4,5,5,0,0,0,0,0,8,22276,22051,2,1
2,1,4683,113559926,94927056,6310,2847,0,0,556,4,5,2,0,0,0,0,0,4,12937,12774,2,1
2,2,4473,57055306,82267070,5143,2847,4,556,556,4,5,3,0,0,0,0,0,4,12937,12774,2,1
7,1,10024,195839772,261538,1912,2847,4,556,556,4,5,3,0,0,0,0,0,4,16972,16733,2,1
7,2,1925,262044,31799246,3117,2846,4,556,556,4,5,4,0,0,0,0,0,4,16972,16733,2,1
12,1,4691,100977090,120133452,6820,2937,0,0,560,4,5,2,0,0,0,0,0,204,25654,25426,2,1
12,2,4909,126158150,94949396,6554,2937,0,0,560,4,5,3,0,0,0,0,0,204,25654,25426,2,1
12,3,4016,44447008,88631514,6150,2936,4,556,560,4,5,4,0,0,0,0,0,204,25654,25426,2,1
12,4,7675,126479438,113802884,6235,2936,4,556,560,4,5,5,0,0,0,0,0,204,25654,25426,2,1
10,1,3322,88303136,50796020,4869,2937,0,0,560,4,5,2,442,8700,442,8700,442,9,20607,20381,2,1
10,2,3491,69439508,94895282,5733,2937,127,5382334,4586,65,5,3,0,0,0,0,0,9,20607,20381,2,1
10,3,3591,44418406,69649460,4534,2936,4,556,560,4,5,4,564487,6302552,564487,6302552,564487,9,20607,20381,2,1
10,4,6051,88621966,63364036,4641,2936,65,4582,5382894,131,5,5,0,0,0,0,0,9,20607,20381,2,1
11,1,3248,75715076,69686996,5108,2937,0,0,560,4,5,2,0,0,0,0,0,7,11686,11519,2,1
11,2,4618,63362566,50745174,4100,2936,4,560,560,4,5,3,0,0,0,0,0,7,11686,11519,2,1
3,1,3575,56861652,120088632,6170,2937,0,0,556,4,5,2,0,0,0,0,0,4,20861,20638,2,1
3,2,3262,69424158,82284094,5342,2937,0,0,556,4,5,3,0,0,0,0,0,4,20861,20638,2,1
3,3,3366,31819618,38140378,3788,2937,4,556,556,4,5,4,0,0,0,0,0,4,20861,20638,2,1
3,4,7798,157946186,94972072,6930,2937,4,556,556,4,5,5,0,0,0,0,0,4,20861,20638,2,1
4,1,7952,157957206,126499976,7974,2937,4,556,5382890,131,5,2,0,0,0,0,0,5,28991,28752,2,1
4,2,6930,94972072,157946186,7798,2937,4,556,556,4,5,3,0,0,0,0,0,5,28991,28752,2,1
4,3,12084,246313548,19220982,3136,2937,131,5382890,556,4,5,4,0,0,0,0,0,5,28991,28752,2,1
1,1,4374,107248026,88628222,6132,2937,61,4026,5382890,131,5,2,0,0,0,0,0,6,22728,22503,2,1
1,2,2695,63095318,57068092,4588,2937,0,0,556,4,5,3,0,0,0,0,0,6,22728,22503,2,1
1,3,5201,82275132,57063368,4531,2937,4,556,556,4,5,4,0,0,0,0,0,6,22728,22503,2,1
1,4,2435,12884138,31825962,3456,2937,4,556,4582,65,5,5,0,0,0,0,0,6,22728,22503,2,1
2,1,4683,113559926,94935118,6368,2937,0,0,556,4,5,2,0,0,0,0,0,4,13055,12892,2,1
2,2,4531,57063368,82275132,5201,2937,4,556,556,4,5,3,0,0,0,0,0,4,13055,12892,2,1
7,1,10082,195847834,269600,1970,2937,4,556,556,4,5,3,0,0,0,0,0,4,17206,16967,2,1
7,2,1983,270106,31807308,3175,2936,4,556,556,4,5,4,0,0,0,0,0,4,17206,16967,2,1
12,1,4691,100977090,120134514,6829,2947,0,0,708,6,5,2,0,0,0,0,0,204,25677,25449,2,1
12,2,4913,126158414,94950278,6561,2947,3,190,602,5,5,3,0,0,0,0,0,204,25677,25449,2,1
12,3,4022,44447842,88632354,6156,2946,4,556,560,4,5,4,0,0,0,0,0,204,25677,25449,2,1
12,4,7681,126480272,113803766,6242,2946,4,556,602,5,5,5,0,0,0,0,0,204,25677,25449,2,1
10,1,3323,88303178,50796902,4876,2947,1,42,602,5,5,2,0,8700,0,8700,0,9,20627,20401,2,1
10,2,3491,69439508,94896122,5739,2947,0,0,560,4,5,3,0,0,0,0,0,9,20627,20401,2,1
10,3,3597,44419240,69650300,4540,2946,4,556,560,4,5,4,0,6302552,0,6302552,0,9,20627,20401,2,1
10,4,6058,88622842,63364876,4647,2946,5,598,560,4,5,5,0,0,0,0,0,9,20627,20401,2,1
11,1,3248,75715076,69687836,5114,2947,0,0,560,4,5,2,0,0,0,0,0,7,11699,11532,2,1
11,2,4625,63363448,50746014,4106,2946,5,602,560,4,5,3,0,0,0,0,0,7,11699,11532,2,1
3,1,3575,56861652,120089466,6176,2947,0,0,556,4,5,2,0,0,0,0,0,4,20879,20656,2,1
3,2,3262,69424158,82284928,5348,2947,0,0,556,4,5,3,0,0,0,0,0,4,20879,20656,2,1
3,3,3372,31820452,38141212,3794,2947,4,556,556,4,5,4,0,0,0,0,0,4,20879,20656,2,1
3,4,7804,157947020,94972906,6936,2947,4,556,556,4,5,5,0,0,0,0,0,4,20879,20656,2,1
4,1,7958,157958040,126500810,7980,2947,4,556,556,4,5,2,0,0,0,0,0,5,29015,28776,2,1
4,2,6936,94972906,157947020,7804,2947,4,556,556,4,5,3,0,0,0,0,0,5,29015,28776,2,1
4,3,12090,246314382,19221816,3142,2947,4,556,556,4,5,4,0,0,0,0,0,5,29015,28776,2,1
1,1,4374,107248026,88629056,6138,2947,0,0,556,4,5,2,0,0,0,0,0,6,22746,22521,2,1
1,2,2695,63095318,57068926,4594,2947,0,0,556,4,5,3,0,0,0,0,0,6,22746,22521,2,1
1,3,5207,82275966,57064202,4537,2947,4,556,556,4,5,4,0,6480,0,6480,0,6,22746,22521,2,1
1,4,2441,12884972,31826796,3462,2947,4,556,556,4,5,5,0,0,0,0,0,6,22746,22521,2,1
2,1,4683,113559926,94935952,6374,2947,0,0,556,4,5,2,0,0,0,0,0,4,13067,12904,2,1
2,2,4537,57064202,82275966,5207,2947,4,556,556,4,5,3,0,0,0,0,0,4,13067,12904,2,1
7,1,10088,195848668,270434,1976,2947,4,556,556,4,5,3,0,0,0,0,0,4,17230,16991,2,1
7,2,1989,270940,31808142,3181,2946,4,556,556,4,5,4,0,0,0,0,0,4,17230,16991,2,1
12,1,4697,100977470,120135660,6840,2957,5,306,512,6,5,2,0,0,0,0,0,205,25703,25475,2,1
12,2,4913,126158414,94951118,6567,2957,0,0,280,2,5,3,0,0,0,0,0,205,25703,25475,2,1
12,3,4028,44448676,88633194,6162,2956,4,556,280,2,5,4,0,0,0,0,0,205,25703,25475,2,1
12,4,7687,126481106,113804690,6250,2956,2,278,364,4,5,5,0,0,0,0,0,205,25703,25475,2,1
10,1,3328,88303484,50797826,4884,2957,4,232,364,4,5,2,0,1776,0,1776,0,7,20648,20422,2,1
10,2,3491,69439508,94896962,5745,2957,0,0,280,2,5,3,0,0,0,0,0,7,20648,20422,2,1
10,3,3603,44420074,69651140,4546,2956,4,556,280,2,5,4,0,0,0,0,0,7,20648,20422,2,1
10,4,6066,88623760,63365716,4653,2956,4,362,280,2,5,5,0,0,0,0,0,7,20648,20422,2,1
11,1,3248,75715076,69688676,5120,2957,0,0,280,2,5,2,0,0,0,0,0,8,11714,11547,2,1
11,2,4636,63364594,50746854,4112,2956,6,512,280,2,5,3,14,148,14,148,14,8,11714,11547,2,1
3,1,3575,56861652,120090300,6182,2957,0,0,556,4,5,2,0,0,0,0,0,4,20897,20674,2,1
3,2,3262,69424158,82285762,5354,2957,0,0,556,4,5,3,0,0,0,0,0,4,20897,20674,2,1
3,3,3378,31821286,38142046,3800,2957,2,278,556,4,5,4,0,0,0,0,0,4,20897,20674,2,1
3,4,7810,157947854,94973740,6942,2957,2,278,556,4,5,5,0,0,0,0,0,4,20897,20674,2,1
4,1,7964,157958874,126501644,7986,2957,2,278,278,2,5,2,0,0,0,0,0,4,29039,28800,2,1
4,2,6942,94973740,157947854,7810,2957,4,556,278,2,5,3,0,0,0,0,0,4,29039,28800,2,1
4,3,12096,246315216,19222650,3148,2957,4,556,278,2,4,4,0,0,0,0,0,4,29039,28800,2,1
1,1,4374,107248026,88629890,6144,2957,0,0,278,2,5,2,0,0,0,0,0,4,22764,22539,2,1
1,2,2695,63095318,57069760,4600,2957,0,0,278,2,5,3,0,0,0,0,0,4,22764,22539,2,1
1,3,5213,82276800,57065036,4543,2957,2,278,278,2,5,4,0,0,0,0,0,4,22764,22539,2,1
1,4,2447,12885806,31827630,3468,2957,2,278,278,2,5,5,0,0,0,0,0,4,22764,22539,2,1
2,1,4683,113559926,94936786,6380,2957,0,0,278,2,5,2,0,0,0,0,0,4,13079,12916,2,1
2,2,4543,57065036,82276800,5213,2957,2,278,278,2,5,3,0,0,0,0,0,4,13079,12916,2,1
7,1,10094,195849502,271268,1982,2957,2,278,278,2,5,3,0,0,0,0,0,4,17254,17015,2,1
7,2,1995,271774,31808976,3187,2956,2,278,278,2,5,4,0,0,0,0,0,4,17254,17015,2,1
12,1,4701,100977734,120136542,6847,2967,3,190,322,3,5,2,0,0,0,0,0,205,25729,25501,2,1
12,2,4914,126158456,94952000,6574,2967,1,42,322,3,5,3,0,0,0,0,0,205,25729,25501,2,1
12,3,4034,44449510,88634034,6168,2966,2,278,280,2,5,4,0,0,0,0,0,205,25729,25501,2,1
12,4,7693,126481940,113805530,6256,2966,2,278,280,2,5,5,0,0,0,0,0,205,25729,25501,2,1
10,1,3328,88303484,50798666,4890,2967,0,0,280,2,5,2,0,1776,0,1776,0,7,20670,20444,2,1
10,2,3491,69439508,94897802,5751,2967,0,0,280,2,5,3,0,0,0,0,0,7,20670,20444,2,1
10,3,3609,44420908,69651980,4552,2966,2,278,280,2,5,4,0,0,0,0,0,7,20670,20444,2,1
10,4,6072,88624594,63366556,4659,2966,2,278,280,2,5,5,0,0,0,0,0,7,20670,20444,2,1
11,1,3248,75715076,69689516,5126,2967,0,0,280,2,4,2,0,0,0,0,0,8,11728,11561,2,1
11,2,4642,63365434,50747694,4118,2966,2,280,280,2,5,3,0,148,0,148,0,8,11728,11561,2,1
3,1,3575,56861652,120091134,6188,2967,0,0,278,2,5,2,0,0,0,0,0,4,20915,20692,2,1
3,2,3262,69424158,82286596,5360,2967,0,0,278,2,5,3,0,0,0,0,0,4,20915,20692,2,1
3,3,3384,31822120,38142880,3806,2967,2,278,278,2,5,4,0,0,0,0,0,4,20915,20692,2,1
3,4,7816,157948688,94974574,6948,2967,2,278,278,2,5,5,0,0,0,0,0,4,20915,20692,2,1
4,1,7970,157959708,126502478,7992,2967,2,278,278,2,5,2,0,0,0,0,0,4,29063,28824,2,1
4,2,6948,94974574,157948688,7816,2967,2,278,278,2,5,3,0,0,0,0,0,4,29063,28824,2,1
4,3,12102,246316050,19223484,3154,2967,2,278,278,2,5,4,0,0,0,0,0,4,29063,28824,2,1
1,1,4374,107248026,88630724,6150,2967,0,0,278,2,5,2,0,0,0,0,0,4,22782,22557,2,1
1,2,2695,63095318,57070594,4606,2967,0,0,278,2,5,3,0,0,0,0,0,4,22782,22557,2,1
1,3,5219,82277634,57065870,4549,2967,2,278,278,2,5,4,0,0,0,0,0,4,22782,22557,2,1
1,4,2453,12886640,31828464,3474,2967,2,278,278,2,5,5,0,0,0,0,0,4,22782,22557,2,1
2,1,4683,113559926,94937620,6386,2967,0,0,278,2,5,2,0,0,0,0,0,4,13091,12928,2,1
2,2,4549,57065870,82277634,5219,2967,2,278,278,2,5,3,0,0,0,0,0,4,13091,12928,2,1
7,1,10100,195850336,272102,1988,2967,2,278,278,2,5,3,0,0,0,0,0,4,17278,17039,2,1
7,2,2001,272608,31809810,3193,2966,2,278,278,2,5,4,0,0,0,0,0,4,17278,17039,2,1
12,1,4701,100977734,120137662,6855,2977,0,0,560,4,5,2,0,0,0,0,0,204,25751,25523,2,1
12,2,4914,126158456,94953120,6582,2977,0,0,560,4,5,3,0,0,0,0,0,204,25751,25523,2,1
12,3,4042,44450622,88635154,6176,2976,4,556,560,4,5,4,0,0,0,0,0,204,25751,25523,2,1
12,4,7701,126483052,113806650,6264,2976,4,556,560,4,5,5,0,0,0,0,0,204,25751,25523,2,1
10,1,3328,88303484,50799786,4898,2977,0,0,560,4,5,2,630261,6304394,630261,6304394,630261,8,20964,20738,2,1
10,2,3596,69446458,101201614,5926,2977,71,4686,5514164,134,5,3,0,0,0,0,0,8,20964,20738,2,1
10,3,3617,44422020,69660050,4665,2976,4,556,5246,75,5,4,0,0,0,0,0,8,20964,20738,2,1
10,4,6247,94928398,63367676,4667,2976,134,5514160,560,4,5,5,0,0,0,0,0,8,20964,20738,2,1
11,1,3248,75715076,69690636,5134,2977,0,0,560,4,5,2,0,0,0,0,0,7,11744,11577,2,1
11,2,4650,63366554,50748814,4126,2976,4,560,560,4,5,3,0,0,0,0,0,7,11744,11577,2,1
3,1,3742,63164344,120099196,6301,2977,130,5513604,5242,75,5,2,0,0,0,0,0,6,21211,20988,2,1
3,2,3262,69424158,82287708,5368,2977,0,0,556,4,5,3,0,0,0,0,0,6,21211,20988,2,1
3,3,3392,31823232,38143992,3814,2977,4,556,556,4,5,4,0,0,0,0,0,6,21211,20988,2,1
3,4,7929,157956750,101278378,7123,2977,75,5242,5514160,134,5,5,0,0,0,0,0,6,21211,20988,2,1
4,1,7978,157960820,126503590,8000,2977,4,556,556,4,5,2,0,0,0,0,0,6,29363,29124,2,1
4,2,7123,101278378,157956750,7929,2977,134,5514160,5242,75,5,3,551360,6302618,551360,6302618,551360,6,29363,29124,2,1
4,3,12215,246324112,25527288,3329,2977,75,5242,5514160,134,5,4,0,0,0,0,0,6,29363,29124,2,1
1,1,4374,107248026,88631836,6158,2977,0,0,556,4,5,2,0,0,0,0,0,4,22806,22581,2,1
1,2,2695,63095318,57071706,4614,2977,0,0,556,4,5,3,0,0,0,0,0,4,22806,22581,2,1
1,3,5227,82278746,57066982,4557,2977,4,556,556,4,5,4,0,0,0,0,0,4,22806,22581,2,1
1,4,2461,12887752,31829576,3482,2977,4,556,556,4,5,5,0,0,0,0,0,4,22806,22581,2,1
2,1,4683,113559926,94938732,6394,2977,0,0,556,4,5,2,0,0,0,0,0,4,13105,12942,2,1
2,2,4557,57066982,82278746,5227,2977,4,556,556,4,5,3,0,0,0,0,0,4,13105,12942,2,1
7,1,10108,195851448,273214,1996,2977,4,556,556,4,5,3,0,0,0,0,0,4,17308,17069,2,1
7,2,2009,273720,31810922,3201,2976,4,556,556,4,5,4,0,0,0,0,0,4,17308,17069,2,1
12,1,4701,100977734,120138502,6861,2987,0,0,560,4,5,2,0,0,0,0,0,204,25771,25543,2,1
12,2,4914,126158456,94953960,6588,2987,0,0,560,4,5,3,0,0,0,0,0,204,25771,25543,2,1
12,3,4048,44451456,88635994,6182,2986,4,556,560,4,5,4,0,0,0,0,0,204,25771,25543,2,1
12,4,7707,126483886,113807490,6270,2986,4,556,560,4,5,5,0,0,0,0,0,204,25771,25543,2,1
10,1,3332,88303748,50800668,4905,2987,3,190,602,5,5,2,7,6304468,7,6304468,7,8,20990,20763,2,1
10,2,3596,69446458,101202676,5935,2987,0,0,708,6,5,3,0,6876,0,6876,0,8,20990,20763,2,1
10,3,3623,44422854,69660890,4671,2986,4,556,560,4,5,4,0,0,0,0,0,8,20990,20763,2,1
10,4,6254,94929274,63368558,4674,2986,5,598,602,5,5,5,0,0,0,0,0,8,20990,20763,2,1
11,1,3248,75715076,69691476,5140,2987,0,0,560,4,5,2,0,0,0,0,0,7,11756,11589,2,1
11,2,4656,63367394,50749654,4132,2986,4,560,560,4,5,3,0,0,0,0,0,7,11756,11589,2,1
3,1,3742,63164344,120100030,6307,2987,0,0,556,4,5,2,0,0,0,0,0,6,21229,21006,2,1
3,2,3262,69424158,82288542,5374,2987,0,0,556,4,5,3,0,0,0,0,0,6,21229,21006,2,1
3,3,3398,31824066,38144826,3820,2987,4,556,556,4,5,4,0,0,0,0,0,6,21229,21006,2,1
3,4,7935,157957584,101279212,7129,2987,4,556,556,4,5,5,0,0,0,0,0,6,21229,21006,2,1
4,1,7984,157961654,126504466,8007,2987,4,556,598,5,5,2,0,0,0,0,0,6,29392,29153,2,1
4,2,7129,101279212,157957584,7935,2987,4,556,556,4,5,3,0,6302618,0,6302618,0,6,29392,29153,2,1
4,3,12222,246324988,25528122,3335,2987,5,598,556,4,5,4,0,0,0,0,0,6,29392,29153,2,1
1,1,4374,107248026,88632670,6164,2987,0,0,556,4,5,2,0,0,0,0,0,4,22826,22601,2,1
1,2,2696,63095360,57072582,4621,2987,1,42,598,5,5,3,0,0,0,0,0,4,22826,22601,2,1
1,3,5233,82279580,57067816,4563,2987,4,556,556,4,5,4,0,0,0,0,0,4,22826,22601,2,1
1,4,2467,12888586,31830452,3489,2987,4,556,598,5,5,5,0,0,0,0,0,4,22826,22601,2,1
2,1,4683,113559926,94939566,6400,2987,0,0,556,4,5,2,0,0,0,0,0,4,13119,12956,2,1
2,2,4563,57067816,82279580,5233,2987,4,556,556,4,5,3,0,0,0,0,0,4,13119,12956,2,1
7,1,10114,195852282,274048,2002,2987,4,556,556,4,5,3,0,0,0,0,0,4,17334,17095,2,1
7,2,2015,274554,31811756,3207,2986,4,556,556,4,5,4,0,0,0,0,0,4,17334,17095,2,1
12,1,4704,100977956,120139342,6867,2997,2,148,560,4,5,2,0,0,0,0,0,204,25792,25564,2,1
12,2,4914,126158456,94954800,6594,2997,0,0,560,4,5,3,0,0,0,0,0,204,25792,25564,2,1
12,3,4054,44452290,88636834,6188,2996,4,556,560,4,5,4,0,0,0,0,0,204,25792,25564,2,1
12,4,7713,126484720,113808330,6276,2996,4,556,560,4,5,5,0,0,0,0,0,204,25792,25564,2,1
10,1,3332,88303748,50801508,4911,2997,0,0,560,4,4,2,0,1998,0,1998,0,6,21008,20781,2,1
10,2,3596,69446458,101203516,5941,2997,0,0,560,4,4,3,0,0,0,0,0,6,21008,20781,2,1
10,3,3629,44423688,69661730,4677,2996,4,556,560,4,4,4,0,0,0,0,0,6,21008,20781,2,1
10,4,6260,94930108,63369398,4680,2996,4,556,560,4,4,5,0,0,0,0,0,6,21008,20781,2,1
11,1,3248,75715076,69692316,5146,2997,0,0,560,4,5,2,0,0,0,0,0,7,11768,11601,2,1
11,2,4662,63368234,50750494,4138,2996,4,560,560,4,5,3,0,0,0,0,0,7,11768,11601,2,1
3,1,3742,63164344,120100864,6313,2997,0,0,556,4,4,2,0,0,0,0,0,4,21247,21024,2,1
3,2,3262,69424158,82289376,5380,2997,0,0,556,4,4,3,0,0,0,0,0,4,21247,21024,2,1
3,3,3404,31824900,38145660,3826,2997,4,556,556,4,4,4,0,0,0,0,0,4,21247,21024,2,1
3,4,7941,157958418,101280046,7135,2997,4,556,556,4,4,5,0,0,0,0,0,4,21247,21024,2,1
4,1,7990,157962488,126505300,8013,2997,4,556,556,4,5,2,0,0,0,0,0,4,29416,29177,2,1
4,2,7135,101280046,157958418,7941,2997,4,556,556,4,5,3,0,0,0,0,0,4,29416,29177,2,1
4,3,12228,246325822,25528956,3341,2997,4,556,556,4,5,4,0,0,0,0,0,4,29416,29177,2,1
